	Variable	Feature	Value	Coefficient	N	N.not.0	P.value	Q.value
1802	cage	OTU360	cagec13	-0.00757730961780608	41	10	0.000131423805675143	0.0178056822009335
1810	cage	OTU2297	cagec13	0.0184269661707641	41	11	0.000134915493424869	0.018188604523712
1854	cage	OTU203	cagec13	-0.0112699972790588	41	4	0.000151536291749071	0.0199270628610724
1882	cage	OTU1866	cagec13	0.00888093031285405	41	7	0.000158119076143688	0.020486120662014
1907	cage	OTU682	cagec13	-0.0150989681434555	41	10	0.000172775035125412	0.0220941015161907
1918	cage	OTU518	cagec13	-0.0097200731948712	41	14	0.000177744515010878	0.0225770403922209
1921	cage	OTU302	cagec13	-0.0121450995458166	41	13	0.000179136618896546	0.0227303952054922
1968	cage	OTU2659	cagec13	-0.00960637617082678	41	12	0.000201619689140092	0.02495266773489
1995	cage	OTU21	cagec13	0.0994351969274219	41	23	0.000217495756699067	0.0265700116638373
1999	cage	OTU2171	cagec13	0.0113140611789312	41	7	0.000220621672999546	0.0268984611297271
2000	cage	OTU542	cagec13	0.0216261537548367	41	20	0.000221303003244214	0.0269681659282797
2001	cage	OTU726	cagec13	-0.00732449990839595	41	9	0.000222743737914396	0.0271034624358284
2005	cage	OTU144	cagec13	-0.0139856863062008	41	16	0.000224603848776692	0.0272893121686277
2012	cage	OTU1014	cagec13	0.0221576845112683	41	13	0.000231101186809484	0.0279820092022859
2016	cage	OTU568	cagec13	-0.0253252334229214	41	21	0.000233034444054654	0.0281047054347457
2023	cage	OTU243	cagec13	-0.0186999730432339	41	18	0.0002341939798499	0.0282038101910572
2025	cage	OTU102	cagec13	-0.0245515696977207	41	23	0.000235061884301669	0.0282806458816282
2033	cage	OTU2303	cagec13	-0.0320590942016498	41	21	0.000237160084117531	0.0284218975236361
2034	cage	OTU754	cagec13	0.0117429525026336	41	8	0.000237375451751145	0.0284338578493166
2042	cage	OTU660	cagec13	-0.00764243074548049	41	4	0.000241581831977421	0.0287975141444908
2050	cage	OTU10	cagec13	0.0986420889164374	41	24	0.000243872152876206	0.0289784176728881
2055	cage	OTU137	cagec13	0.0254195520327719	41	16	0.000246669245036534	0.0292339889407773
2063	cage	OTU2068	cagec13	0.0245452466920578	41	10	0.000250602589180026	0.029584692296783
2079	cage	OTU608	cagec13	-0.00915522865792296	41	14	0.000266208043500527	0.0310930039782355
2083	cage	OTU544	cagec13	-0.00816059419475808	41	14	0.000266439734476811	0.0310930039782355
2110	cage	OTU22	cagec13	-0.0974848415284198	41	40	0.0002748686193992	0.0317352653735903
2118	cage	OTU1065	cagec13	0.0131458150443345	41	12	0.000279848458743759	0.0321862382859276
2119	cage	OTU1342	cagec13	0.00982938465133468	41	2	0.000279951998812719	0.0321862382859276
2122	cage	OTU2617	cagec13	-0.0221930435292193	41	20	0.000282200390311864	0.0323842058913995
2146	cage	OTU1683	cagec13	-0.0142874882349828	41	23	0.000293995297682668	0.0333291584454266
2172	cage	OTU738	cagec13	0.00586652981143116	41	5	0.000305536016899962	0.0342474555763171
2180	cage	OTU538	cagec13	-0.0259827103388533	41	13	0.000312581215644764	0.0348940764762209
2185	cage	OTU104	cagec13	-0.019219288197383	41	20	0.000316282996196252	0.0352273968017826
2193	cage	OTU780	cagec13	0.00874057155520515	41	7	0.00032104016380168	0.0356264552180211
2198	cage	OTU2366	cagec13	-0.0164997024121783	41	19	0.000324338165729939	0.0359132264994138
2202	cage	OTU1128	cagec13	0.00752241649581306	41	8	0.000328926294706147	0.0363721522564568
2205	cage	OTU45	cagec13	0.0829635573197162	41	28	0.000329826187069278	0.0364225518796965
2212	cage	OTU511	cagec13	-0.0142816481474993	41	15	0.000344134470098022	0.0378666424953073
2227	cage	OTU387	cagec13	0.00777638331937086	41	11	0.000353229788588732	0.0385961359766859
2233	cage	OTU599	cagec13	-0.00849690795320225	41	5	0.000358536244874179	0.0390842632167073
2253	cage	OTU1263	cagec13	-0.011197850737017	41	16	0.000380488667253527	0.0410769154124865
2256	cage	OTU1088	cagec13	-0.0209240071966561	41	7	0.000383290908067939	0.0412823170269926
2273	cage	OTU1862	cagec13	-0.00757730961780608	41	7	0.000392835163222213	0.0420408808411066
2290	cage	OTU1952	cagec13	0.01676667235509	41	16	0.000401153298242519	0.0426159559756885
2298	cage	OTU53	cagec13	-0.0325279695236251	41	10	0.000407148102722592	0.0430668519989507
2302	cage	OTU1887	cagec13	-0.0117593676179808	41	24	0.000413231960856411	0.0436670000863843
2303	cage	OTU1256	cagec13	-0.00887738910557285	41	12	0.000413531746043379	0.0436670000863843
2305	cage	OTU402	cagec13	0.0171441711422801	41	32	0.000413847561382344	0.0436816012268673
2331	cage	OTU1028	cagec13	0.00888093031285404	41	6	0.000444677012418153	0.0463982180255832
2342	cage	OTU2013	cagec13	-0.0192372899256417	41	21	0.000453703234672699	0.0471202122199945
2345	cage	OTU92	cagec13	-0.013189243085794	41	9	0.000455111511202632	0.0471634153839527
2357	cage	OTU107	cagec13	-0.0151350887280283	41	20	0.000461654342320162	0.0476443160324772
2360	cage	OTU1838	cagec13	-0.0073745835765668	41	4	0.000464415563940547	0.0478089590398497
2386	cage	OTU2694	cagec13	0.043448733706854	41	37	0.000489084551280653	0.0498479269856827
39	cage	OTU2219	cagec15	-0.0259693986321223	41	8	1.08331405146549e-12	6.83423946872873e-09
52	cage	OTU1196	cagec15	-0.00747982971449096	41	13	4.85785034835462e-12	2.21875872530365e-08
58	cage	OTU198	cagec15	-0.0343320028311506	41	9	5.23043306769349e-12	2.21875872530365e-08
79	cage	OTU892	cagec15	-0.0193388088705055	41	9	3.55918381934824e-11	1.10400642648747e-07
89	cage	OTU88	cagec15	-0.0997819465117722	41	12	4.53564905199134e-11	1.28268676529288e-07
92	cage	OTU77	cagec15	0.0327996575384869	41	23	4.79585587770459e-11	1.34086135520773e-07
98	cage	OTU1692	cagec15	-0.0179686553323417	41	7	8.33803015812552e-11	2.09333053674978e-07
113	cage	OTU2605	cagec15	-0.0337078673857034	41	9	1.6157231012996e-10	3.51794393517219e-07
122	cage	OTU687	cagec15	-0.0594728949050315	41	12	1.84829196618619e-10	3.7274443482341e-07
138	cage	OTU1226	cagec15	-0.0153947241545634	41	8	4.12983745281515e-10	7.36299143027745e-07
155	cage	OTU2341	cagec15	-0.0377247046983649	41	9	7.02440837132788e-10	1.11500926610092e-06
162	cage	OTU1769	cagec15	-0.0156545698633698	41	7	7.86340053681301e-10	1.19425152955304e-06
167	cage	OTU453	cagec15	-0.0166330870665481	41	8	8.15014552716364e-10	1.20074093117771e-06
178	cage	OTU172	cagec15	-0.0362976601971389	41	11	9.98391007144647e-10	1.38000633834187e-06
190	cage	OTU1867	cagec15	-0.0281784297186492	41	10	1.15621134655623e-09	1.50513635488178e-06
201	cage	OTU560	cagec15	-0.0476299742870367	41	11	2.07724079291237e-09	2.55539046482895e-06
209	cage	OTU2008	cagec15	-0.00901995331901228	41	5	2.401521354334e-09	2.8005606079224e-06
215	cage	OTU763	cagec15	-0.026714485919443	41	24	2.40174562472972e-09	2.8005606079224e-06
223	cage	OTU2021	cagec15	-0.0216517816501731	41	7	3.32680303645193e-09	3.64979571687758e-06
228	cage	OTU465	cagec15	-0.0333719673996012	41	9	3.38624261660889e-09	3.64979571687758e-06
234	cage	OTU951	cagec15	0.0592514902965816	41	24	3.4743137509605e-09	3.71494830553641e-06
260	cage	OTU2139	cagec15	-0.0145432409493518	41	8	5.72611823365929e-09	5.41860366098018e-06
269	cage	OTU2789	cagec15	-0.0141221538696891	41	15	6.24493922608178e-09	5.7762635803289e-06
282	cage	OTU64	cagec15	0.0718547429870325	41	28	8.85266234157283e-09	7.83482908105595e-06
286	cage	OTU2774	cagec15	0.00780313781724675	41	14	9.94601128325613e-09	8.67761268829251e-06
292	cage	OTU548	cagec15	-0.0271924667263277	41	29	1.1129929825184e-08	9.50824494582917e-06
295	cage	OTU628	cagec15	-0.0105908575336266	41	9	1.16975242647608e-08	9.68658731430288e-06
302	cage	OTU432	cagec15	-0.0403642239452391	41	9	1.18505053370231e-08	9.68658731430288e-06
313	cage	OTU343	cagec15	-0.0191822152897551	41	10	1.46973945966228e-08	1.15900733152863e-05
320	cage	OTU914	cagec15	-0.0202136052247326	41	7	1.5900371335018e-08	1.23746009140948e-05
334	cage	OTU275	cagec15	-0.0703787548433776	41	17	1.94883100505463e-08	1.43989349546736e-05
344	cage	OTU437	cagec15	-0.0241992338956761	41	9	2.04450339871868e-08	1.4751421780368e-05
347	cage	OTU570	cagec15	-0.0190349549308329	41	5	2.19471815960859e-08	1.55167204550468e-05
409	cage	OTU200	cagec15	-0.0711520410508196	41	8	6.66304339451797e-08	4.04779063619017e-05
422	cage	OTU208	cagec15	-0.0222972199617384	41	7	8.47916286971074e-08	4.94357297387452e-05
430	cage	OTU2388	cagec15	-0.0126802313201661	41	13	9.10224471772193e-08	5.18795199705237e-05
439	cage	OTU2330	cagec15	-0.00868944980357635	41	8	9.36647489862619e-08	5.26141412016737e-05
452	cage	OTU1470	cagec15	-0.0127710030181044	41	7	1.05791356893189e-07	5.77130556007314e-05
465	cage	OTU1709	cagec15	-0.00869215771089389	41	5	1.27315113715604e-07	6.79484352131148e-05
472	cage	OTU1922	cagec15	-0.0260486032916148	41	17	1.40847932031798e-07	7.33642514806424e-05
475	cage	OTU2383	cagec15	-0.0109613619579034	41	6	1.41935496306593e-07	7.33642514806424e-05
485	cage	OTU2892	cagec15	0.0178265572887815	41	14	1.58541398096806e-07	8.0927489550921e-05
489	cage	OTU1318	cagec15	-0.0200490694404129	41	9	1.6600730248287e-07	8.4041026092547e-05
514	cage	OTU384	cagec15	-0.0182959900785134	41	17	2.05121703252566e-07	9.87622866989267e-05
526	cage	OTU127	cagec15	-0.132033628570671	41	18	2.46470404744637e-07	0.000115948066868368
539	cage	OTU216	cagec15	-0.0263405329369453	41	8	2.93204960366404e-07	0.000133591238580871
547	cage	OTU2558	cagec15	-0.012607675186815	41	8	3.0450135456959e-07	0.000136712773310656
561	cage	OTU1817	cagec15	0.00881453035147058	41	3	3.30153147066685e-07	0.000145573279291839
569	cage	OTU334	cagec15	-0.00813087292586818	41	8	3.69324401420546e-07	0.000159058731650055
577	cage	OTU1476	cagec15	0.0283227310747077	41	21	3.72269381401978e-07	0.000159568017059231
582	cage	OTU2101	cagec15	-0.0727554109772755	41	12	4.07583930706515e-07	0.000172303655600068
599	cage	OTU116	cagec15	-0.0367141070436027	41	19	4.84600121955042e-07	0.000199380535460624
606	cage	OTU55	cagec15	-0.0159624433678213	41	13	5.02913178684981e-07	0.000205199419144472
628	cage	OTU2845	cagec15	-0.0677741046285115	41	39	6.16989791455801e-07	0.000242883707712657
636	cage	OTU2683	cagec15	-0.00805520773852528	41	10	6.80150115029159e-07	0.000262703444036782
643	cage	OTU31	cagec15	-0.167623867829142	41	23	7.03942357708698e-07	0.00026855364576979
645	cage	OTU228	cagec15	-0.0165841556027518	41	14	7.05120185855306e-07	0.00026855364576979
651	cage	OTU497	cagec15	-0.00715680138792826	41	3	7.15611249113535e-07	0.000269215359171484
660	cage	OTU501	cagec15	-0.0222244124441681	41	10	7.28559580310361e-07	0.000272835028098661
666	cage	OTU847	cagec15	-0.0206469366675664	41	16	7.47535903568264e-07	0.000274648582393589
667	cage	OTU163	cagec15	-0.0365140183255508	41	10	7.4964663311811e-07	0.000274648582393589
672	cage	OTU1000	cagec15	-0.0147882532014832	41	16	7.50146715203364e-07	0.000274648582393589
689	cage	OTU520	cagec15	0.0110363022545513	41	14	8.6290447174009e-07	0.000309484588212123
691	cage	OTU267	cagec15	-0.0284032175042906	41	14	8.73538312482051e-07	0.000310276233219584
695	cage	OTU173	cagec15	-0.0560040777354491	41	9	8.77722693419399e-07	0.000310276233219584
703	cage	OTU144	cagec15	-0.0168476147265678	41	16	8.87867932155133e-07	0.000312069089176646
711	cage	OTU33	cagec15	-0.142004010783498	41	20	1.00843589090501e-06	0.000350441442500843
723	cage	OTU927	cagec15	-0.0151745788789556	41	9	1.14546057674624e-06	0.000389800392698367
741	cage	OTU2038	cagec15	-0.0103395276047613	41	14	1.37007271867912e-06	0.000456691063749682
768	cage	OTU692	cagec15	-0.00694498834323865	41	3	1.67715918973549e-06	0.000535205208255457
776	cage	OTU491	cagec15	-0.022754382001458	41	16	1.69512998786123e-06	0.000538147995901184
786	cage	OTU346	cagec15	-0.0536082843072757	41	36	1.77707706589397e-06	0.000558399374280148
805	cage	OTU844	cagec15	-0.0342589247742151	41	26	2.09084408525553e-06	0.000640628899382333
835	cage	OTU206	cagec15	-0.0223320218408143	41	8	2.78730719390741e-06	0.000819822629696551
857	cage	OTU1336	cagec15	-0.0154989084391303	41	27	2.93558510412384e-06	0.00084475152311499
875	cage	OTU461	cagec15	-0.00595157016477159	41	9	3.21275200875145e-06	0.000901883178947143
898	cage	OTU83	cagec15	-0.0330300989094332	41	25	3.52393254525055e-06	0.000967653785307823
902	cage	OTU80	cagec15	-0.0303944111448187	41	26	3.59414155666408e-06	0.000981455944702516
904	cage	OTU133	cagec15	-0.0390372362723675	41	14	3.65151341027491e-06	0.000992715364556705
924	cage	OTU2788	cagec15	-0.0106885425278963	41	13	4.28231515742478e-06	0.00113903564798629
929	cage	OTU498	cagec15	0.00908998233684089	41	16	4.30181898407859e-06	0.00114175473288646
931	cage	OTU423	cagec15	-0.00996390055605037	41	5	4.33739739897525e-06	0.00114256985423093
951	cage	OTU945	cagec15	-0.00871929130128303	41	12	4.52024344072735e-06	0.00116699594483341
959	cage	OTU1175	cagec15	-0.0137870755425543	41	15	4.71253932779989e-06	0.00120776983186867
971	cage	OTU2708	cagec15	-0.00696170473471992	41	8	5.18313025191465e-06	0.00131196673787586
974	cage	OTU89	cagec15	-0.0423201218893457	41	32	5.18842139984316e-06	0.00131196673787586
979	cage	OTU2013	cagec15	-0.0214026419768153	41	21	5.41069524565646e-06	0.00136117712285847
990	cage	OTU1113	cagec15	-0.0153567736588695	41	23	5.69760131682161e-06	0.00141434130757144
995	cage	OTU2703	cagec15	-0.0436705571741093	41	22	5.83189173067626e-06	0.0014435222794169
999	cage	OTU383	cagec15	-0.119711578784974	41	37	6.01300686979579e-06	0.00148238694511418
1009	cage	OTU2610	cagec15	-0.0158201061442313	41	4	6.63460493679183e-06	0.00160677844706659
1033	cage	OTU1182	cagec15	-0.00700654677811677	41	12	7.30256852704072e-06	0.00173930498808086
1054	cage	OTU360	cagec15	-0.00757730961780607	41	10	8.42143711906048e-06	0.00196769717422819
1066	cage	OTU378	cagec15	0.0257117074422903	41	26	8.89140217719182e-06	0.00205217065428682
1079	cage	OTU8	cagec15	-0.194531030753125	41	41	9.64877581188897e-06	0.00220014444340104
1086	cage	OTU203	cagec15	-0.0112699972790588	41	4	1.00388983446247e-05	0.00226392340239823
1125	cage	OTU518	cagec15	-0.0097200731948712	41	14	1.22278691305388e-05	0.00266239667015081
1130	cage	OTU302	cagec15	-0.0121450995458166	41	13	1.23465450706068e-05	0.00267403777247974
1144	cage	OTU1363	cagec15	-0.015532387419339	41	11	1.30573860797184e-05	0.00279113822666871
1153	cage	OTU268	cagec15	-0.012968732887969	41	5	1.3323933511046e-05	0.00283579639209103
1155	cage	OTU833	cagec15	-0.0114882119463573	41	15	1.34265979331807e-05	0.0028429295005268
1173	cage	OTU2659	cagec15	-0.00960637617082677	41	12	1.42947363744496e-05	0.00298306535484354
1198	cage	OTU726	cagec15	-0.00732449990839594	41	9	1.61765596066416e-05	0.00331117487182968
1213	cage	OTU243	cagec15	-0.0186999730432338	41	18	1.72162159089156e-05	0.00348228195886947
1220	cage	OTU568	cagec15	-0.0254250909988797	41	21	1.73716441551623e-05	0.00349474015781167
1242	cage	OTU1389	cagec15	0.0114660969187135	41	12	1.97493064725649e-05	0.00390029597209226
1251	cage	OTU608	cagec15	-0.00915522865792294	41	14	2.01918023737513e-05	0.00395021143295762
1270	cage	OTU410	cagec15	0.0218590303596888	41	26	2.12850423453411e-05	0.00411383186450958
1288	cage	OTU538	cagec15	-0.0259827103388533	41	13	2.46684315542087e-05	0.00469037627071321
1293	cage	OTU104	cagec15	-0.019219288197383	41	20	2.50337355179005e-05	0.00474516578244817
1303	cage	OTU2366	cagec15	-0.0164997024121783	41	19	2.58325407655347e-05	0.00486658562965533
1312	cage	OTU87	cagec15	-0.0482306158018642	41	20	2.70793515993595e-05	0.00506655698057156
1313	cage	OTU1435	cagec15	0.0136838705715043	41	15	2.73129694648974e-05	0.00510638379045209
1314	cage	OTU1847	cagec15	0.0129917141838857	41	20	2.7550502470027e-05	0.00514688153091726
1339	cage	OTU599	cagec15	-0.00849647707273744	41	5	3.13231997291691e-05	0.00574267219952726
1341	cage	OTU811	cagec15	-0.0622178733863822	41	38	3.16716451183968e-05	0.00579407157502847
1344	cage	OTU1088	cagec15	-0.0209240071966561	41	7	3.18338007283939e-05	0.0058016983924533
1351	cage	OTU1862	cagec15	-0.00757730961780608	41	7	3.28298613701126e-05	0.00594798277019031
1359	cage	OTU41	cagec15	-0.0372679849439103	41	14	3.4063496850301e-05	0.00614434059718301
1363	cage	OTU53	cagec15	-0.0325279695236251	41	10	3.43357711311292e-05	0.00616632855605088
1371	cage	OTU1256	cagec15	-0.00887738910557285	41	12	3.50120489015379e-05	0.0062446769890985
1378	cage	OTU16	cagec15	0.119351129999348	41	40	3.50766087984089e-05	0.0062446769890985
1383	cage	OTU2303	cagec15	-0.0306282239193531	41	21	3.55966776958431e-05	0.00631043373032317
1390	cage	OTU158	cagec15	-0.0164729563466835	41	11	3.63977354622535e-05	0.00641030038649004
1397	cage	OTU1792	cagec15	-0.0175553451331392	41	33	3.72773999833844e-05	0.00654181145485874
1400	cage	OTU2834	cagec15	0.00837273508192136	41	8	3.74155407480646e-05	0.00655203373596554
1403	cage	OTU748	cagec15	0.0179298500638463	41	19	3.76732224847603e-05	0.00657916790411777
1407	cage	OTU659	cagec15	-0.0276540120216172	41	35	3.82837664282517e-05	0.00666681653941307
1413	cage	OTU92	cagec15	-0.013189243085794	41	9	3.94846889330694e-05	0.00682691104077707
1422	cage	OTU1838	cagec15	-0.0073745835765668	41	4	4.05011236177153e-05	0.00695295018111764
1440	cage	OTU1	cagec15	-0.153484689320577	41	31	4.2969591045066e-05	0.00730118043643294
1442	cage	OTU2184	cagec15	-0.0266121407841529	41	37	4.32315407504634e-05	0.00733506034782129
1446	cage	OTU682	cagec15	-0.0138049658659576	41	10	4.38191868538185e-05	0.00741481518291125
1463	cage	OTU2479	cagec15	0.042226816734563	41	35	4.88215721185577e-05	0.00816026707835162
1482	cage	OTU2611	cagec15	0.0198404651943704	41	24	5.13473025759917e-05	0.00845848301470705
1483	cage	OTU2658	cagec15	-0.0477340493059817	41	8	5.14465416090602e-05	0.00845848301470705
1511	cage	OTU427	cagec15	-0.00715680138792826	41	5	5.70686170411428e-05	0.00920117387349398
1519	cage	OTU1133	cagec15	-0.00761296428154723	41	6	5.75950366133515e-05	0.00926267654005669
1522	cage	OTU686	cagec15	0.00834601304109533	41	9	5.77245546767364e-05	0.00927048058681474
1542	cage	OTU469	cagec15	-0.00748859369777289	41	12	6.26019351502042e-05	0.00992422185473633
1561	cage	OTU166	cagec15	-0.0205036877403323	41	18	6.79392971883222e-05	0.0106198099506502
1587	cage	OTU442	cagec15	0.021011126872385	41	29	7.36288574896315e-05	0.0113434083971049
1592	cage	OTU526	cagec15	0.0203525985944795	41	32	7.5044665641519e-05	0.0115137809336907
1611	cage	OTU2022	cagec15	-0.0241009818939374	41	27	7.80888528719581e-05	0.0118450968520703
1629	cage	OTU201	cagec15	-0.0150869492709421	41	5	8.39579945808851e-05	0.0125573088830987
1635	cage	OTU977	cagec15	-0.0101640429559508	41	7	8.48716135357754e-05	0.0126862437299524
1639	cage	OTU2815	cagec15	-0.006417838854561	41	9	8.7344114804856e-05	0.0129888674221188
1652	cage	OTU109	cagec15	-0.0136025834883396	41	5	9.03659090419416e-05	0.0133694270372533
1663	cage	OTU2444	cagec15	-0.0324873113032646	41	17	9.43017985575756e-05	0.013852241126392
1664	cage	OTU2234	cagec15	-0.00737648568750222	41	5	9.43049374147246e-05	0.013852241126392
1666	cage	OTU853	cagec15	-0.0107314924638532	41	4	9.54769701698165e-05	0.0139491965735014
1673	cage	OTU1481	cagec15	-0.0137388444220655	41	35	9.55251770134834e-05	0.0139491965735014
1683	cage	OTU955	cagec15	-0.00785084211217076	41	12	9.68226995645914e-05	0.0140376938908509
1690	cage	OTU655	cagec15	0.0101613089538431	41	6	9.7439151330926e-05	0.0140938486043545
1691	cage	OTU1994	cagec15	-0.00769960532862872	41	7	9.81244059622556e-05	0.0141487047833763
1700	cage	OTU2410	cagec15	-0.0191239769615635	41	15	9.87419929790012e-05	0.0141731114784148
1718	cage	OTU38	cagec15	0.0530755386179745	41	36	0.000106480765281562	0.0151522313751184
1744	cage	OTU2023	cagec15	-0.0138667200241831	41	15	0.000116709382450815	0.0163524067938788
